x,y
0.08144461575479335, 3.3672295752114207
0.09339979045294895, 3.481914467733416
0.10535492714665184, 3.4240924518702096
0.1173101018448074, 3.4240924518702096
0.13026152526595397, 3.4528802201484923
0.14221669996410954, 3.5407140442080194
0.15317562593927414, 3.6920933389170605
0.17011208225683744, 3.8178440263705067
0.18804486330629713, 4.082336365845042
0.2019925354504347, 4.014544794415145
0.21594024559902505, 3.8178440263705067
0.2268991335697369, 3.8499446871668583
0.24084684371832715, 3.8499446871668583
0.25778330003589045, 4.186182196354044
0.2727272589074718, 4.476195102028643
0.28268989815519263, 5.248070914712659
0.29663760830378294, 5.611653585116745
0.3115815671753642, 5.658838511379874
0.32353677987797247, 5.204316066653019
0.33449566784868434, 5.11788955021074
0.3464508045423872, 5.11788955021074
0.3613947634139685, 5.292200389402189
0.3793275444634282, 5.658838511379874
0.39626400078099144, 5.950389940338377
0.4141967818304512, 6.256962514635596
0.4341220603258929, 6.579332246575679
0.44806977047448326, 6.918308825289562
0.46400997806905553, 7.214093431862033
0.47397261731677637, 7.649557894924824
0.4869240027334703, 8.043674025060218
0.49290164708922707, 8.529214477711507
0.5028642863369479, 9.044063618211949
0.5128269255846689, 9.510026671615703
0.5217932401004932, 9.751938119766649
0.5347447015260925, 10
0.5457035894968044, 10.427538888537677
0.5586550509224038, 10.603630195776926
0.5706101876161065, 10.873356727196562
0.5835616490417059, 11.149944343019214
0.5905354661115483, 11.922397047023681
0.5935242882894267, 12.963647613556338
0.5995018566362782, 13.861751168586384
0.6044831762601386, 14.946703753327078
0.6114569933299809, 15.982190691648858
0.6234122060325893, 16.2520841805653
0.6333748452803101, 15.585733464327024
0.6443337332510221, 14.575933009692955
0.6552926212217338, 14.333874860689344
0.6652552604694548, 14.575933009692955
0.6752178997171756, 14.822078828504523
0.6881693611427748, 15.848931924611133
0.6991282491134868, 16.2520841805653
0.7120797105390861, 16.526535398566896
0.72503109595578, 16.946923981263275
0.7369863086583883, 17.23310905613508
0.7499376940750822, 17.378006067237838
0.7628891555006814, 18.120983407136624
0.7698629725705239, 17.96989148532595
0.7808218605412358, 17.378006067237838
0.7897882510659655, 16.665491496119333
0.8017434637685739, 15.585733464327024
0.8127023517392857, 15.199110829529339
0.8246574884329887, 14.822078828504523
0.828642559333858, 17.820053669140453
0.8316313815117364, 23.295534086961208
0.8445827669284303, 21.245782310305685
0.8595267258000117, 21.245782310305685
0.8794520042954534, 21.245782310305685
0.9093399220386158, 21.786215262422164
0.934246520157918, 21.06862923027022
0.9691157575249412, 19.70359168334063
1.005977492337946, 20.204795643034807
1.0518056936845863, 21.06862923027022
1.0886674284975915, 22.154122125811828
1.1325031323982495, 28.00739390731696
1.1803236791730611, 31.228088325959973
1.2082190994702415, 31.228088325959973
