Texp,weight
180.6508331298828,0.06247858281097233
232.64727783203125,0.062499405045045905
288.9837646484375,0.06249762019151071
319.03106689453125,0.06249464547337544
402.31427001953125,0.062490480947274454
562.639892578125,0.06248512669249432
392.1815185546875,0.06247858281097233
238.36300659179688,0.062470849427294556
545.5465087890625,0.062499405045045905
544.6303100585938,0.06249762019151071
644.0065307617188,0.06249464547337544
889.4332275390625,0.062490480947274454
854.2647094726562,0.06248512669249432
745.1266479492188,0.06247858281097233
331.59283447265625,0.062470849427294556
301.67864990234375,0.0625
344.461669921875,0.062499405045045905
217.18032836914062,0.06249762019151071
787.5386352539062,0.062499405045045905
962.839111328125,0.06249762019151071
1042.3018798828125,0.06249464547337544
1169.1536865234375,0.062490480947274454
1182.8992919921875,0.06248512669249432
893.1288452148438,0.06247858281097233
478.9026794433594,0.062470849427294556
770.4771118164062,0.0625
704.6768798828125,0.062499405045045905
636.2421264648438,0.06249762019151071
537.1932373046875,0.06249464547337544
347.1268615722656,0.062490480947274454
290.0022277832031,0.06248512669249432
1130.291259765625,0.062499405045045905
1149.8907470703125,0.06249762019151071
1187.420166015625,0.06249464547337544
1246.2071533203125,0.062490480947274454
1319.1243896484375,0.06248512669249432
1224.5882568359375,0.06247858281097233
920.0861206054688,0.062470849427294556
560.716064453125,0.062461926688693485
1071.9678955078125,0.0625
984.6751708984375,0.062499405045045905
882.6084594726562,0.06249762019151071
840.8611450195312,0.06249464547337544
746.7779541015625,0.062490480947274454
585.6813354492188,0.06248512669249432
553.8569946289062,0.06247858281097233
463.76715087890625,0.062470849427294556
430.0267333984375,0.062461926688693485
288.2640075683594,0.06245181476504518
311.6768493652344,0.06244051384886611
214.46575927734375,0.062414345922160865
330.7445983886719,0.06248626589022792
255.9657440185547,0.06247018905281945
1185.51953125,0.062499405045045905
1191.3531494140625,0.06249762019151071
1202.0623779296875,0.06249464547337544
1212.0194091796875,0.062490480947274454
1511.4385986328125,0.06248512669249432
1540.7435302734375,0.06247858281097233
1165.48486328125,0.062470849427294556
603.3229370117188,0.062461926688693485
237.0493621826172,0.06245181476504518
1186.0224609375,0.0625
1189.447021484375,0.062499405045045905
1174.9190673828125,0.06249762019151071
1136.3250732421875,0.06249464547337544
1061.7156982421875,0.062490480947274454
998.3453369140625,0.06248512669249432
911.9835815429688,0.06247858281097233
857.6952514648438,0.062470849427294556
754.5475463867188,0.062461926688693485
756.7900390625,0.06245181476504518
655.0596923828125,0.06244051384886611
540.5308227539062,0.06242802415530942
453.55877685546875,0.062414345922160865
1195.8369140625,0.062499405045045905
1200.0806884765625,0.06249762019151071
1203.778076171875,0.06249464547337544
1204.7603759765625,0.062490480947274454
1590.2987060546875,0.06248512669249432
1682.4447021484375,0.06247858281097233
1524.3084716796875,0.062470849427294556
773.432373046875,0.062461926688693485
1198.7464599609375,0.0625
1199.744873046875,0.062499405045045905
1200.10888671875,0.06249762019151071
1199.564208984375,0.06249464547337544
1199.5196533203125,0.062490480947274454
1182.3988037109375,0.06248512669249432
1171.1373291015625,0.06247858281097233
1131.676513671875,0.062470849427294556
1095.3543701171875,0.062461926688693485
1062.0037841796875,0.06245181476504518
1050.1318359375,0.06244051384886611
963.9843139648438,0.06242802415530942
921.0712890625,0.062414345922160865
721.6101684570312,0.0624862658902421
489.6487121582031,0.06247018905283364
550.41064453125,0.062452922873074454
314.4056091308594,0.06243446767968771
432.0166015625,0.06248089138995612
305.40478515625,0.06245884068578969
